Categorie,Nom,Code Postal,Ville,Activite principale,Site Web,Contact
PME,REPORTLINKER ,69002,LYON 2EME,Programmation informatique,www.reportlinker.com,"[['contact@reportlinker.com;', 'clare@reportlinker.com'], ['contact@reportlinker.com;'], ['clare@reportlinker.com']]"
PME,NETWORTH TELECOM ,69006,LYON 6EME,Telecommunications filaires,www.networthtelecom.com,[]
PME,SOFT SYSTEM DSLI ,69003,LYON 3EME,Programmation informatique,,[]
PME,VERSO ,69003,LYON 3EME,Programmation informatique,,[]
PME,HOOK NETWORK ,69002,LYON 2EME,Programmation informatique,www.hook-network.com,[]
PME,DRILLSCAN ,69100,VILLEURBANNE,Conseil en systèmes et logiciels informatiques,www.drillscan.com,[['support@drillscan.com']]
PME,DYNAMIC NAME SERVICE (DYN NS) ,69100,VILLEURBANNE,Programmation informatique,,[]
PME,LIBR'@CCES MULTIMEDIA ,69003,LYON 3EME,Programmation informatique,,[]
PME,DBM TECHNOLOGIES ,69100,VILLEURBANNE,Conseil en systèmes et logiciels informatiques,www.dbmtechnologies.com,[['contact@dbmtechnologies.com']]
GE,ADECCO I.T. SERVICES ,69100,VILLEURBANNE,Gestion d installations informatiques,,[]
GE,ADECCO I.T. SERVICES ,69100,VILLEURBANNE,Gestion d installations informatiques,,[]
PME,ASSOC FRANCAISE D'INFORMATIQUE GRAPHIQUE AFIG,69100,VILLEURBANNE,Conseil en systèmes et logiciels informatiques,,[]
PME,ITIRION ,69003,LYON 3EME,Conseil en systèmes et logiciels informatiques,,[]
PME,AXESS OPEN WEB SERVICES OWS,69100,VILLEURBANNE,Conseil en systèmes et logiciels informatiques,www.axess.fr,"[['commercial-education@axess.fr', 'contact@axess.fr.', 'contact-medtra@axess.fr', 'contact@axess.fr'], ['commercial-education@axess.fr'], ['contact@axess.fr.'], ['contact-medtra@axess.fr'], ['contact@axess.fr']]"
PME,APSAROKE ,69007,LYON 7EME,Conseil en systèmes et logiciels informatiques,www.apsaroke.com,[]
PME,RMSI ,69009,LYON 9EME,Conseil en systèmes et logiciels informatiques,www.rmsi.info,"[['sales@revendeur-malwarebytes.com.', 'contact@rmsi.info', 'contact@rmsi.info\u200b.RMSI', 'info@rmsicropalytics.com.'], ['sales@revendeur-malwarebytes.com.', 'contact@rmsi.info'], ['sales@revendeur-malwarebytes.com.', 'contact@rmsi.info\u200b.'], ['contact@rmsi.info'], ['info@rmsicropalytics.com.']]"
PME,K-NET ,69003,LYON 3EME,Telecommunications filaires,www.k-net.fr,"[['info@k-net.fr', 'info@k-net.fr.Je'], ['info@k-net.fr'], ['info@k-net.fr.']]"
GE,CITYWAY ,69004,LYON 4EME,Conseil en systèmes et logiciels informatiques,www.cityway.fr,"[['contact@cityway.fr', 'directioncommerciale@cityway.fr'], ['contact@cityway.fr'], ['directioncommerciale@cityway.fr']]"
PME,AC.JEUX ,69006,LYON 6EME,Autres activités informatiques,,[]
PME,E2S CONSEILS ET PRESTATIONS ,69008,LYON 8EME,Conseil en systèmes et logiciels informatiques,www.e2s.fr,[['contact@dalkia.fr']]
GE,ALTER WAY MAKERS ,69100,VILLEURBANNE,Programmation informatique,www.alterway.fr,"[['contact@alterway.fr.', 'contact@alterway\u200b.fr.nos', 'contact@\u200balterway.fr.Recherches', 'contact@alterway.fr.Contactez', 'contact@\u200balterway.fr.', 'contact@\u200balterway.fr.Agence', 'contact@\u200balterway.fr.euratechnologie', 'contact@\u200balterway.fr.continuity'], ['contact@alterway.fr.'], ['contact@alterway\u200b.fr.'], ['contact@\u200balterway.fr.']]"
PME,NETHINK ,69003,LYON 3EME,Conseil en systèmes et logiciels informatiques,www.nethink.com,[]
PME,AXANTECH ,69009,LYON 9EME,Conseil en systèmes et logiciels informatiques,www.axantech.com,[['info@techmove.fr.']]
PME,PLANETE BLEUE ,69003,LYON 3EME,Programmation informatique,,[]
PME,OXATIS ,69007,LYON 7EME,Conseil en systèmes et logiciels informatiques,www.oxatis.com,[]
PME,FORNEXT ,69007,LYON 7EME,Programmation informatique,,[]
PME,ALPHA STUDIO ,69008,LYON 8EME,Programmation informatique,www.alphastudio.fr,"[['contact@alphastudio.fr', 'contact@\u200balphamailing.fr.Nous', 'contact@alphaphi.fr.'], ['contact@alphastudio.fr'], ['contact@\u200balphamailing.fr.'], ['contact@alphaphi.fr.']]"
PME,CLEVER AGE ,69006,LYON 6EME,Programmation informatique,www.clever-age.com,[['contact@clever-age.com.']]
ETI,NIJI ,69002,LYON 2EME,Conseil en systèmes et logiciels informatiques,www.niji.fr,"[['contact@niji.fr', '(stephanie.beraud@niji.fr)Recherches'], ['contact@niji.fr'], ['(stephanie.beraud@niji.fr)']]"
PME,JAGUAR NETWORK JN,69008,LYON 8EME,"Traitement de données, hébergement et activités connexes",www.jaguar-network.com,[]
PME,EXEL INFORMATIQUE ,69100,VILLEURBANNE,Conseil en systèmes et logiciels informatiques,www.exelinfo.ch,[['info@exelinfo.ch.']]
PME,BIOCLINICA SAS ,69003,LYON 3EME,"Traitement de données, hébergement et activités connexes",,[]
PME,IO-LAB ,69002,LYON 2EME,Conseil en systèmes et logiciels informatiques,www.io-lab.fr,"[['contact@demepool.com.IO-LAB'], ['contact@demepool.com.']]"
PME,INTERNATIONAL BUSINESS FOR ,69001,LYON 1ER,Conseil en systèmes et logiciels informatiques,www.internationalrelationsedu.org,[['contact@allianceinternationale.org;']]
PME,SERCO ,69100,VILLEURBANNE,Portails Internet,www.serco.com,[]
GE,INEO TINEA ,69100,VILLEURBANNE,Programmation informatique,,[]
PME,CISS ,69006,LYON 6EME,Programmation informatique,www.ciss.fr,"[['info@ciss.fr', 'nousinfo@ciss.fr.', 'info@ciss.fr.'], ['info@ciss.fr'], ['nousinfo@ciss.fr.'], ['info@ciss.fr.']]"
PME,AFG LYON ,69003,LYON 3EME,Conseil en systèmes et logiciels informatiques,,[]
PME,INTERCOM ,69003,LYON 3EME,Conseil en systèmes et logiciels informatiques,www.intercom.com,[]
PME,REZOPOLE ,69007,LYON 7EME,Telecommunications filaires,www.rezopole.net,"[['contact@\u200brezopole.net.', 'communication@rezopole.net', 'bmartin@hasgard.net,', 'sysadm@rezopole.net'], ['contact@\u200brezopole.net.'], ['communication@rezopole.net'], ['bmartin@hasgard.net,'], ['sysadm@rezopole.net']]"
PME,STARGRAF ,69004,LYON 4EME,Conseil en systèmes et logiciels informatiques,www.stargraf.com,"[['contact@stargraf.com.', 'info@pignol.fr.'], ['contact@stargraf.com.'], ['info@pignol.fr.']]"
PME,SYNAPSYS CONSEILS LYON ,69003,LYON 3EME,Conseil en systèmes et logiciels informatiques,,[]
PME,CLESIA GESTION ,69003,LYON 3EME,Conseil en systèmes et logiciels informatiques,www.clesiagestion.com,[]
PME,NOE INTERACTIVE ,69006,LYON 6EME,Programmation informatique,,[]
PME,JLR DISTRIBUTION JLR,69009,LYON 9EME,Conseil en systèmes et logiciels informatiques,,[]
PME,JLR DISTRIBUTION JLR,69009,LYON 9EME,Conseil en systèmes et logiciels informatiques,,[]
ETI,GROUPE JTI ,69009,LYON 9EME,"Traitement de données, hébergement et activités connexes",www.groupejti.com,[]
ETI,SEMANTYS ,69007,LYON 7EME,Conseil en systèmes et logiciels informatiques,www.semantys.com,[]
ETI,SEMANTYS ,69003,LYON 3EME,Conseil en systèmes et logiciels informatiques,www.semantys.com,[]
PME,MICROLEARN ,69006,LYON 6EME,Conseil en systèmes et logiciels informatiques,,[]
ETI,VISEO BI ,69003,LYON 3EME,Conseil en systèmes et logiciels informatiques,www.viseo.com,"[['implantationscontact@viseo.com.', 'contact@viseo.com', 'contact@viseo.com.'], ['implantationscontact@viseo.com.'], ['contact@viseo.com.'], ['contact@viseo.com']]"
PME,WICAM FRANCE WF,69004,LYON 4EME,Conseil en systèmes et logiciels informatiques,imgres?imgurl=https:,[]
PME,CT CORETECHNOLOGIE FRANCE ,69008,LYON 8EME,Programmation informatique,,[]
PME,AESSENTIA ,69003,LYON 3EME,Conseil en systèmes et logiciels informatiques,www.aessentia.com,[]
ETI,VIVERIS ASR ,69100,VILLEURBANNE,Conseil en systèmes et logiciels informatiques,www.viveris.fr,"[['franck.harmant@\u200bviveris.fr.VIVERIS', 'contact@viveris.fr'], ['franck.harmant@\u200bviveris.fr.'], ['contact@viveris.fr']]"
PME,IPPON TECHNOLOGIES ,69002,LYON 2EME,Conseil en systèmes et logiciels informatiques,www.ippon.fr,"[['gfournel\u200b@ippon.fr', 'contact@ipponusa.com\u200b', 'bpinel@ippon.fr.', 'ippon.star@free.fr'], ['gfournel\u200b@ippon.fr', 'contact@ipponusa.com\u200b'], ['bpinel@ippon.fr.'], ['ippon.star@free.fr']]"
PME,ADENIUM ,69003,LYON 3EME,Conseil en systèmes et logiciels informatiques,,[]
PME,POCPAN ,69004,LYON 4EME,Conseil en systèmes et logiciels informatiques,www.pocpan.com,[]
PME,01SI ,69003,LYON 3EME,Programmation informatique,www.01si.com,[['contact@lyon-entreprises.com']]
PME,SOLVEO ,69006,LYON 6EME,Conseil en systèmes et logiciels informatiques,www.solveo-energie.com,[]
PME,DEGA ,69003,LYON 3EME,"Traitement de données, hébergement et activités connexes",,[]
PME,COM'IRIS ,69002,LYON 2EME,Conseil en systèmes et logiciels informatiques,,[]
PME,WEBB FONTAINE ,69003,LYON 3EME,Conseil en systèmes et logiciels informatiques,www.webbfontaine.ci,"[['95Email:info@webbfontaine.ciAdresse:Webb', 'contact-ci@webbfontaine.com', 'support@guce.gouv.ci', 'contact@webbfontaine.com'], ['95Email:info@webbfontaine.ciAdresse:Webb'], ['info@webbfontaine.ci'], ['contact-ci@webbfontaine.com'], ['support@guce.gouv.ci'], ['contact@webbfontaine.com']]"
PME,NOVIUS ,69100,VILLEURBANNE,Programmation informatique,www.novius.com,[['contact@novius.\u200bfr.']]
PME,STARLOG CONSEILS PRESTATIONS INFORMATIQU ,69003,LYON 3EME,Conseil en systèmes et logiciels informatiques,,[]
PME,FIDENS ,69003,LYON 3EME,Conseil en systèmes et logiciels informatiques,www.fidens.fr,"[['contact@fidens.fr', 'formation@fidens.fr', 'recrutement@fidens.fr.[LYON]Consultant', 'recrutement@fidens.fr', 'marseille@fidens.fr', 'recrutement@fidens.fr.Recherches'], ['contact@fidens.fr', 'formation@fidens.fr'], ['formation@fidens.fr'], ['recrutement@fidens.fr.'], ['recrutement@fidens.fr'], ['marseille@fidens.fr']]"
PME,ORIOLIS ,69100,VILLEURBANNE,Tierce maintenance de systèmes et d applications informatiques,www.oriolis.fr,"[['serviceclient@coriolis.fr', 'contact@test.com', 'serviceclientbox\u200b@coriolis.fr.', 'servicecliententreprises@coriolis.fr', 'covid-\u200bdecembre@agglopole.fr'], ['serviceclient@coriolis.fr'], ['contact@test.com'], ['serviceclientbox\u200b@coriolis.fr.'], ['servicecliententreprises@coriolis.fr'], ['covid-\u200bdecembre@agglopole.fr']]"
PME,AKIS INGENIERIE ,69100,VILLEURBANNE,Programmation informatique,www.akising.com,"[['christian@akising.com.', 'mobile@akising.com.', 'contact@parking-public.fr.', 'fileschristian@akising.com.', 'usa@anaik.com.', 'anaik.uk@anaik.com.'], ['christian@akising.com.'], ['mobile@akising.com.', 'contact@parking-public.fr.'], ['fileschristian@akising.com.'], ['usa@anaik.com.', 'anaik.uk@anaik.com.']]"
PME,ATIXNET ,69001,LYON 1ER,Conseil en systèmes et logiciels informatiques,www.atixnet.fr,"[['contact@atixnet.fr', 'contact@atixnet.fr.', 'mentions-legales@.contact@atixnet.fr.', 'info@kiceo.fr.'], ['contact@atixnet.fr'], ['contact@atixnet.fr.'], ['mentions-legales@.contact@atixnet.fr.'], ['@.contact@atixnet.fr.'], ['info@kiceo.fr.', 'contact@atixnet.fr.']]"
ETI,MICROPOLE RHONE ALPES ,69100,VILLEURBANNE,Conseil en systèmes et logiciels informatiques,www.micropole.com,"[['info@micropole\u200b.Micropolewww.micropole.comMicropole,', 'joachim.mar@rumeurpublique.fr.'], ['info@micropole\u200b.'], ['joachim.mar@rumeurpublique.fr.']]"
GE,IBIZA SOFTWARE ,69009,LYON 9EME,Programmation informatique,www.ibizasoftware.fr,"[['info@\u200bibizasoftware.fr.iBiza', 'socialewww.ibizasoftware.frinfo@ibizasoftware.fr', 'info@ibizasoftware.fr.', 'info@ibizasoftware.fr'], ['info@\u200bibizasoftware.fr.'], ['socialewww.ibizasoftware.frinfo@ibizasoftware.fr'], ['info@ibizasoftware.fr'], ['info@ibizasoftware.fr.']]"
PME,AREA SYSTEMES ,69009,LYON 9EME,Conseil en systèmes et logiciels informatiques,,[]
PME,APPLIUM ,69009,LYON 9EME,Conseil en systèmes et logiciels informatiques,www.applium.fr,"[['contact@applium.fr', 'contact@applium.fr.'], ['contact@applium.fr'], ['contact@applium.fr.']]"
PME,IXXO ,69007,LYON 7EME,Conseil en systèmes et logiciels informatiques,www.ixxo.fr,[['info@ixxo.fr.']]
PME,IKUBE ,69100,VILLEURBANNE,Programmation informatique,www.ikube.it,"[['info@ikube.it.', 'ikube@ikube.it.'], ['info@ikube.it.'], ['ikube@ikube.it.']]"
PME,HERMITAGE SOLUTIONS HS,69001,LYON 1ER,Conseil en systèmes et logiciels informatiques,www.hermitagesolutions.com,"[['info@hermitagesolutions.com.', 'mktg\u200b@hermitagesolutions.com', 'info@hermitagesolutions.com.Solutions'], ['info@hermitagesolutions.com.'], ['mktg\u200b@hermitagesolutions.com']]"
PME,DREAMAP ,69003,LYON 3EME,Programmation informatique,www.dreamap.com,"[['contact@\u200bdreamap.com.Dreamap'], ['contact@\u200bdreamap.com.']]"
PME,EPARLOG ,69006,LYON 6EME,Programmation informatique,www.eparlog.fr,[]
PME,NEOTIS ,69007,LYON 7EME,Conseil en systèmes et logiciels informatiques,www.neotis.fr,[['contact@neotisproprete.fr']]
PME,AGCE PROF DES RESSOURCES INFORMATIQUES ,69009,LYON 9EME,Conseil en systèmes et logiciels informatiques,,[]
PME,AUDIT & TELECOM ,69006,LYON 6EME,Autres activités de télécommunication,,[]
PME,LYON-ENTREPRISES ,69001,LYON 1ER,Programmation informatique,www.lyon-entreprises.com,"[['contact@lyon-entreprises.com.', 'contact@lyon-entreprises.com'], ['contact@lyon-entreprises.com.'], ['contact@lyon-entreprises.com']]"
PME,ARMADIYO ,69006,LYON 6EME,Programmation informatique,www.armadiyo.com,[['contact@armadiyo.com']]
PME,SISTER CENTER SC,69007,LYON 7EME,Telecommunications filaires,www.sistersrepublic.com,"[['julie@sistersrepublic.com,', 'julie@sistersrepublic.com.'], ['julie@sistersrepublic.com,'], ['julie@sistersrepublic.com.']]"
PME,JMB CONSULTANTS ,69008,LYON 8EME,Conseil en systèmes et logiciels informatiques,www.jmb-consultants.fr,[]
GE,GE IS&T SAS ALSTOM IS & T,69100,VILLEURBANNE,Gestion d installations informatiques,www.ge.com,[]
PME,APPLI RH ,69100,VILLEURBANNE,Programmation informatique,www.applirh.com,"[['commercial@applirh.com.', 'commercial\u200b@applirh.com.'], ['commercial@applirh.com.'], ['commercial\u200b@applirh.com.']]"
PME,ITAMSYS ,69007,LYON 7EME,Conseil en systèmes et logiciels informatiques,www.itamsys.com,[]
PME,NET-BOOT ,69007,LYON 7EME,Conseil en systèmes et logiciels informatiques,,[]
PME,NET-BOOT ,69002,LYON 2EME,Conseil en systèmes et logiciels informatiques,,[]
PME,SYMETRIX ,69002,LYON 2EME,Conseil en systèmes et logiciels informatiques,www.symetrix.co,[['marketing@symetrix.co']]
PME,AMIGOLOG ,69006,LYON 6EME,Conseil en systèmes et logiciels informatiques,www.amigolog.com,[['info@amigolog.comCette']]
PME,DYNAMIC VIEW ,69009,LYON 9EME,Conseil en systèmes et logiciels informatiques,www.dynamicview.fr,"[['info@dynamicview.fr', 'info@dynamicview.fr.', 'support@dynamicview.fr.Nouvelle', 'Contact@digitalcooker.fr', 'support@dynamicview.fr'], ['info@dynamicview.fr'], ['info@dynamicview.fr.'], ['support@dynamicview.fr.'], ['Contact@digitalcooker.fr'], ['info@dynamicview.fr.', 'support@dynamicview.fr']]"
PME,LITTLE ARTS CREATIONS ,69003,LYON 3EME,Conseil en systèmes et logiciels informatiques,,[]
PME,COERRANCE ,69006,LYON 6EME,"Traitement de données, hébergement et activités connexes",www.coerrance.ch,[['assoc.coerrance@gmail.com.']]
PME,SECUSERVE ,69100,VILLEURBANNE,Conseil en systèmes et logiciels informatiques,www.secuserve.fr,"[['support@secuserve.com.', 'contact@secuserve.\u200bcom.'], ['support@secuserve.com.'], ['contact@secuserve.\u200bcom.']]"
PME,LIVRE RARE BOOK LRB,69001,LYON 1ER,Programmation informatique,www.livre-rare-book.com,[]
PME,SATXPRO ,69003,LYON 3EME,Télécommunications par satellite,www.satxpro.com,"[['commercial@satxpro.com.', 'hotline@satxpro.com', 'SATXPRO_FERATELcontact@satxpro.com.'], ['commercial@satxpro.com.'], ['hotline@satxpro.com'], ['SATXPRO_FERATELcontact@satxpro.com.'], ['contact@satxpro.com.']]"
PME,ACF SUPPORT INFORMATIQUE ,69100,VILLEURBANNE,Conseil en systèmes et logiciels informatiques,www.acf.fr,"[['contact@acf.fr.', '-Mail:contact@centre-acf.fr', 'formation@puissance5.fr', 'contact@acfformation.fr.'], ['contact@acf.fr.'], ['-Mail:contact@centre-acf.fr'], ['formation@puissance5.fr'], ['contact@acfformation.fr.']]"
PME,HUTCHISON COMMUNICATION SYSTEMS FRANCE ,69006,LYON 6EME,Autres activités de télécommunication,,[]
PME,STARXPERT ,69009,LYON 9EME,Conseil en systèmes et logiciels informatiques,www.starxpert.fr,"[['jfd@starxpert.fr', 'info@starxpert.fr.Recherches', 'info@starxpert.fr'], ['jfd@starxpert.fr'], ['info@starxpert.fr.'], ['info@starxpert.fr']]"
PME,MAIDIS ,69009,LYON 9EME,Programmation informatique,www.maidis.fr,"[['support@maidis.frCette', 'contact@maidis.fr'], ['support@maidis.frCette'], ['contact@maidis.fr']]"
PME,C I P L ,69009,LYON 9EME,Conseil en systèmes et logiciels informatiques,www.cipl.fr,"[['contact@\u200bcipl.fr.Lannemezan', 'contact@cipl.fr.PIBRAC', 'contact@cipl.fr.', 'cipl@uliege.Groupe', 'conferences.internat@hotmail.fr.Bienvenue'], ['contact@\u200bcipl.fr.'], ['contact@cipl.fr.'], ['cipl@uliege.'], ['conferences.internat@hotmail.fr.']]"
PME,MEETSYS ,69002,LYON 2EME,Conseil en systèmes et logiciels informatiques,,[]
PME,ASSOC DEVELOP RESSOURCES MULTIMEDIA ADRM ,69001,LYON 1ER,Conseil en systèmes et logiciels informatiques,,[]
PME,PERSEE ,69008,LYON 8EME,Autres activités de télécommunication,www.persee.fr,[]
PME,NPERF FH,69006,LYON 6EME,Autres activités de télécommunication,www.nperf.com,[]
PME,OPTIMIS ,69006,LYON 6EME,Conseil en systèmes et logiciels informatiques,www.optimisgroup.com,[]
PME,EPONYME ,69009,LYON 9EME,Autres activités informatiques,,[]
PME,PLANEUM ,69100,VILLEURBANNE,Conseil en systèmes et logiciels informatiques,www.planeum.com,"[['contact@planeum.com', 'contact.nl@planeum.com.'], ['contact@planeum.com'], ['contact.nl@planeum.com.']]"
PME,STEPAR INFORMATIQUE ,69005,LYON 5EME,Conseil en systèmes et logiciels informatiques,,[]
PME,HARMONIE ,69007,LYON 7EME,Conseil en systèmes et logiciels informatiques,www.harmonie-mutuelle.fr,[]
PME,TALEA ,69003,LYON 3EME,Conseil en systèmes et logiciels informatiques,www.talea.fr,[['commercial@talea.fr.']]
PME,SPEEDMEDIA SERVICES ,69100,VILLEURBANNE,Programmation informatique,www.speedmedia.fr,[['contact@speedmedia.fr\u200b']]
PME,SAPIENS GROUP SPNS,69003,LYON 3EME,Programmation informatique,www.sapiensgroup.fr,"[['sitewebspns@\u200bsapiensgroup.fr.', 'contact@sapiensgroup.fr.'], ['sitewebspns@\u200bsapiensgroup.fr.'], ['contact@sapiensgroup.fr.']]"
PME,SISTEMA STRATEGY ,69009,LYON 9EME,Conseil en systèmes et logiciels informatiques,www.sistema-strategy.com,"[['contact@sistema-strategy.\u200bcom.A', 'contact@sistema-strategy.com.'], ['contact@sistema-strategy.\u200bcom.'], ['contact@sistema-strategy.com.']]"
PME,9DESIGN ,69006,LYON 6EME,Conseil en systèmes et logiciels informatiques,,[]
PME,ORPIMENT ,69006,LYON 6EME,Programmation informatique,,[]
PME,NATURELODGING ,69006,LYON 6EME,"Traitement de données, hébergement et activités connexes",,[]
PME,LYON HOST ,69006,LYON 6EME,Conseil en systèmes et logiciels informatiques,,[]
PME,MIG-ACTI ,69002,LYON 2EME,Conseil en systèmes et logiciels informatiques,,[]
PME,COMPUTEO ,69100,VILLEURBANNE,Autres activités informatiques,,[]
GE,FAST CONNECT ,69100,VILLEURBANNE,Conseil en systèmes et logiciels informatiques,www.fastconnect.fr,[['contact@atlanteinfo.fr.']]
PME,BOUCHAKER CONSULTING ,69100,VILLEURBANNE,Conseil en systèmes et logiciels informatiques,,[]
PME,IT-ORAE ,69004,LYON 4EME,Conseil en systèmes et logiciels informatiques,www.it-orae.com,[]
PME,JDL ENTREPRISES ,69100,VILLEURBANNE,Telecommunications sans fil,www.jdl.fr,"[['contact[@]jdl.fr.', 'jeandelarebeyrette@gmail.com.Contactjdlgroupe.com'], ['contact[@]jdl.fr.'], ['jeandelarebeyrette@gmail.com.']]"
PME,J.P. INFORMATIX ,69002,LYON 2EME,Conseil en systèmes et logiciels informatiques,,[]
PME,DIGISCHOOL GROUP ,69003,LYON 3EME,Programmation informatique,www.digischoolgroup.com,[]
PME,EXILENS ,69007,LYON 7EME,Conseil en systèmes et logiciels informatiques,www.exilens.fr,"[['clairechastan@orange.fr', 'earl.carisse@wanadoo.fr.Recherches'], ['clairechastan@orange.fr', 'earl.carisse@wanadoo.fr.']]"
PME,S2J TRAINING AND SOFTWARE ,69009,LYON 9EME,Programmation informatique,,[]
PME,SYNOLIA ,69003,LYON 3EME,Conseil en systèmes et logiciels informatiques,www.synolia.com,[]
PME,REVOLUTION GRAPHIQUE ,69009,LYON 9EME,Programmation informatique,,[]
PME,PARADISS ,69007,LYON 7EME,Conseil en systèmes et logiciels informatiques,,[]
PME,ARAWAN ,69003,LYON 3EME,Conseil en systèmes et logiciels informatiques,,[]
PME,MIK FRANCE ,69003,LYON 3EME,Programmation informatique,,[]
ETI,INTM ,69003,LYON 3EME,Conseil en systèmes et logiciels informatiques,www.intm.fr,"[['flore.boulben@intm.fr.Groupe'], ['flore.boulben@intm.fr.']]"
ETI,PROXIAD ,69003,LYON 3EME,Conseil en systèmes et logiciels informatiques,www.proxiad.com,"[['b.burgu@proxiad.com.', 'marketing@proxiad.com.', 'contact.idf@proxiad.com;', 'contact.normandie@proxiad.com;', 'contact.est@proxiad.com;'], ['b.burgu@proxiad.com.'], ['marketing@proxiad.com.'], ['contact.idf@proxiad.com;'], ['contact.normandie@proxiad.com;'], ['contact.est@proxiad.com;']]"
ETI,AVISTO TELECOM ,69100,VILLEURBANNE,Conseil en systèmes et logiciels informatiques,www.avisto.com,[['michel.besson@avisto.com.']]
PME,PRESTA CONCEPT ,69003,LYON 3EME,Programmation informatique,www.prestaconcept.net,[]
PME,DATA-PERFECT ,69002,LYON 2EME,Conseil en systèmes et logiciels informatiques,,[]
PME,4 SYS SOLUTIONS ,69009,LYON 9EME,Conseil en systèmes et logiciels informatiques,www.4sys.fr,"[['contact@lyon-entreprises.com', 'support@4sys.fr'], ['contact@lyon-entreprises.com'], ['support@4sys.fr']]"
PME,SCENE SERVICE ,69004,LYON 4EME,Conseil en systèmes et logiciels informatiques,www.sceneservice.fr,"[['sylvestre.vitiello@sitep.fr.Mentions', 'contact@maisondeladanse.com.'], [], ['sylvestre.vitiello@sitep.fr.'], ['contact@maisondeladanse.com.']]"
PME,KOLLE-BOLLE ,69007,LYON 7EME,Programmation informatique,,[]
PME,ALLIANCE HIGH TECH ,69003,LYON 3EME,Conseil en systèmes et logiciels informatiques,www.alliancehightech.com,"[['recrutementcontact@alliancehightech.com.', 'contact@alliancehightech.com.', 'grands-comptescontact@alliancehightech.com.', 'contact@alliancehightech.com.AHT', 'alliance-purchasingcontact@alliancehightech.com.', 'contact@alliancehightech.\u200bcom.Recherches'], ['recrutementcontact@alliancehightech.com.', 'contact@alliancehightech.com.'], ['contact@alliancehightech.com.'], ['grands-comptescontact@alliancehightech.com.'], ['alliance-purchasingcontact@alliancehightech.com.'], ['contact@alliancehightech.\u200bcom.']]"
ETI,NOMIOS ,69100,VILLEURBANNE,Conseil en systèmes et logiciels informatiques,www.nomios.fr,"[['info@nomios.fr', 'info@nomios.fr;'], ['info@nomios.fr'], ['info@nomios.fr;']]"
PME,ISTOS ,69009,LYON 9EME,Conseil en systèmes et logiciels informatiques,,[]
PME,MULTIPHONE ,69003,LYON 3EME,Autres activités de télécommunication,www.multiphone-netcom.com,[]
PME,DOCTEUR PC ,69001,LYON 1ER,Conseil en systèmes et logiciels informatiques,www.docteur-pc.fr,"[['contact@docteurpcinfo.fr', 'contact@docteurpcinfo.fr.'], ['contact@docteurpcinfo.fr'], ['contact@docteurpcinfo.fr.']]"
PME,XL NET ,69009,LYON 9EME,Programmation informatique,www.xlnet.fr,"[['contact@xlsoft\u200b.fr.zihangdai/xlnet:', 'hello@paperswithcode.com.'], ['contact@xlsoft\u200b.fr.'], ['hello@paperswithcode.com.']]"
PME,IROQUOIS ,69100,VILLEURBANNE,Programmation informatique,,[]
PME,SSIII SS3I,69007,LYON 7EME,Conseil en systèmes et logiciels informatiques,,[]
PME,CELYPSE ,69002,LYON 2EME,Programmation informatique,www.celypse.fr,"[['contact@celypse.fr.', 'solution@sfam.eu.', 'contact@esprittelecom.fr', 'contacter-le-musee-des-automates-ou-la-fond...contact@museeautomates.com'], ['contact@celypse.fr.'], ['solution@sfam.eu.'], ['contact@esprittelecom.fr'], ['contacter-le-musee-des-automates-ou-la-fond...contact@museeautomates.com'], ['contact@museeautomates.com']]"
PME,GENESIS GROUPE ,69009,LYON 9EME,Conseil en systèmes et logiciels informatiques,,[]
PME,GENESIS GROUPE ,69004,LYON 4EME,Conseil en systèmes et logiciels informatiques,,[]
PME,DEDISERVICES ,69009,LYON 9EME,Conseil en systèmes et logiciels informatiques,,[]
PME,CEG CONSEIL ,69005,LYON 5EME,Conseil en systèmes et logiciels informatiques,www.cegconseil.fr,[['strictmail@cegconseil.fr']]
PME,HINNOYA ,69100,VILLEURBANNE,Conseil en systèmes et logiciels informatiques,,[]
PME,APOLLO A SSC,69003,LYON 3EME,Conseil en systèmes et logiciels informatiques,www.apollossc.com,[['contact@apollossc.com']]
PME,FLK MEDIA ,69009,LYON 9EME,Conseil en systèmes et logiciels informatiques,,[]
PME,POINTCUBE ,69009,LYON 9EME,Programmation informatique,www.pointcube.fr,[]
PME,LIBR'ACCES MULTIMEDIA ,69003,LYON 3EME,Conseil en systèmes et logiciels informatiques,,[]
PME,LIBR'ACCES MULTIMEDIA ,69007,LYON 7EME,Conseil en systèmes et logiciels informatiques,,[]
ETI,COGNIZANT TECHNOLOGY SOLUTIONS FRANCE ,69002,LYON 2EME,Conseil en systèmes et logiciels informatiques,www.cognizant.com,[['inquiry@cognizant.com']]
PME,XLD SOLUTIONS ,69009,LYON 9EME,Programmation informatique,,[]
PME,SARL CLAB ,69100,VILLEURBANNE,Programmation informatique,,[]
PME,MY LUCKY DAY ,69002,LYON 2EME,"Traitement de données, hébergement et activités connexes",,[]
PME,NEW PRINTING SOLUTION ,69008,LYON 8EME,Conseil en systèmes et logiciels informatiques,,[]
PME,BPM CONSEIL ,69003,LYON 3EME,Conseil en systèmes et logiciels informatiques,www.bpm-conseil.com,"[['info@bpm-conseil.com.BPM-Conseil', 'info@bpm-conseil.'], ['info@bpm-conseil.com.'], ['info@bpm-conseil.']]"
